file,title,question_number,answer_letter,paragraph_position_pct,paragraph_count,source_type
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",37,K,70.0,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",38,H,50.0,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",39,A,3.33,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",40,I,56.67,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",41,M,83.33,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",42,D,23.33,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",43,L,76.67,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",44,C,16.67,15,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",45,J,63.33,15,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,36,C,15.62,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,37,H,46.88,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,38,B,9.38,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,39,I,53.12,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,40,M,78.12,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,41,E,28.12,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,42,O,90.62,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,43,L,71.88,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,44,G,40.62,16,manual
2025.06六级真题第3套.pdf,The Benefits of Solitude,45,N,84.38,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,36,C,15.62,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,37,H,46.88,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,38,D,21.88,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,39,L,71.88,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,40,A,3.12,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,41,F,34.38,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,42,M,78.12,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,43,J,59.38,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,44,O,90.62,16,manual
2025.12六级真题第1套.pdf,Restaurants are now employing robots-should chefs be worried?,45,G,40.62,16,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,36,F,32.35,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,37,K,61.76,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,38,J,55.88,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,39,E,26.47,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,40,M,73.53,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,41,I,50.0,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,42,O,85.29,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,43,C,14.71,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,44,N,79.41,17,manual
2025.12六级真题第2套.pdf,Do You Know When to Quit Wisely?,45,H,44.12,17,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,36,Q,91.67,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,37,I,47.22,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,38,A,2.78,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,39,J,52.78,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,40,R,97.22,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,41,L,63.89,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,42,F,30.56,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,43,K,58.33,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,44,B,8.33,18,manual
2025.12六级真题第3套.pdf,The History and Meaning of Colored Traffic Lights,45,N,75.0,18,manual
