idx,headword,ipa,start_line,end_line,breakdown_count,family_count,cognate_count,sense_count,bad_pos_count,sense_missing_phrase,sense_missing_example,junk_hits,ok_breakdown,ok_family,ok_sense,ok_per_sense,ok_no_junk,ok_all
3093,numerical,[],39197,39211,1,3,4,1,0,0,0,,1,1,1,1,1,1
3094,numerous,[],39215,39221,1,1,3,1,0,0,0,,1,1,1,1,1,1
3095,exalt,[],39231,39237,1,1,4,1,0,0,0,,1,1,1,1,1,1
3096,altar,[],39241,39250,1,1,3,1,0,0,0,,1,1,1,1,1,1
3097,altimeter,'æltimitə(r),39254,39263,1,1,5,2,0,0,0,,1,1,1,1,1,1
3098,altitude,[],39267,39277,1,1,5,1,0,0,0,,1,1,1,1,1,1
3099,alto,[],39281,39287,1,1,3,1,0,0,0,,1,1,1,1,1,1
3100,hauteur,ou'tə:(r),39291,39297,1,1,5,1,0,0,0,,1,1,1,1,1,1
3101,haughty,['hɔ:ti],39301,39307,1,1,4,1,0,0,0,,1,1,1,1,1,1
3102,extinct,[],39318,39324,1,1,4,1,0,0,0,,1,1,1,1,1,1
3103,instigate,[],39328,39335,1,1,3,1,0,0,0,,1,1,1,1,1,1
3104,prestigious,[],39339,39345,1,1,4,1,0,0,0,,1,1,1,1,1,1
3105,extinguish,[],39349,39355,1,1,5,1,0,0,0,,1,1,1,1,1,1
3106,extinguisher,ik'stiŋgwiʃə(r),39359,39365,1,1,5,1,0,0,0,,1,1,1,1,1,1
3107,distinct,[],39369,39379,1,4,5,1,0,0,0,,1,1,1,1,1,1
3108,distinctive,[],39383,39389,1,1,3,1,0,0,0,,1,1,1,1,1,1
3109,distinction,di'stiŋkʃn,39393,39401,1,1,5,1,0,0,0,,1,1,1,1,1,1
3110,distinguish,[],39405,39411,1,1,5,1,0,0,0,,1,1,1,1,1,1
3111,distinguished,[],39415,39423,1,1,5,1,0,0,0,,1,1,1,1,1,1
3112,distinguishable,[],39427,39433,1,1,3,1,0,0,0,,1,1,1,1,1,1
3113,instinct,[],39437,39450,1,1,3,2,0,0,0,,1,1,1,1,1,1
3114,instinctive,in'stinktiv,39454,39460,1,1,3,1,0,0,0,,1,1,1,1,1,1
3115,sting,'stiŋ,39464,39478,1,1,5,3,0,0,0,,1,1,1,1,1,1
3116,stingy,'stindʒi,39482,39492,1,4,4,1,0,0,0,,1,1,1,1,1,1
3117,stigma,[],39496,39502,1,1,3,1,0,0,0,,1,1,1,1,1,1
3118,stigmatize,[],39506,39512,1,1,3,1,0,0,0,,1,1,1,1,1,1
3119,astigmatism,ə'stigmətizəm,39516,39522,1,1,5,1,0,0,0,,1,1,1,1,1,1
3120,stipend,[],39526,39533,1,1,4,1,0,0,0,,1,1,1,1,1,1
3121,stimulate,[],39537,39543,1,1,5,1,0,0,0,,1,1,1,1,1,1
3122,stimulus,[],39547,39553,1,1,3,1,0,0,0,,1,1,1,1,1,1
3123,stimulant,[],39557,39566,1,1,5,2,0,0,0,,1,1,1,1,1,1
3124,elongate,[],39576,39583,1,1,4,1,0,0,0,,1,1,1,1,1,1
3125,prolong,[],39587,39593,1,1,3,1,0,0,0,,1,1,1,1,1,1
3126,oblong,'ɒblɒŋ,39597,39606,1,1,5,2,0,0,0,,1,1,1,1,1,1
3127,longitude,[],39610,39616,1,1,3,1,0,0,0,,1,1,1,1,1,1
3128,longitudinal,[],39620,39628,1,1,3,1,0,0,0,,1,1,1,1,1,1
3129,longeron,'lɒndʒərɒn,39632,39642,1,5,5,1,0,0,0,,1,1,1,1,1,1
3130,long-bill,'lɒŋ bil,39646,39655,1,4,4,1,0,0,0,,1,1,1,1,1,1
3131,long-distance,[],39659,39668,1,1,5,1,0,0,0,,1,1,1,1,1,1
3132,Long March,'lɒŋ'mɑ:tʃ,39672,39681,1,4,4,1,0,0,0,,1,1,1,1,1,1
3133,long-playing,[],39685,39691,1,1,3,1,0,0,0,,1,1,1,1,1,1
3134,long-range,[],39695,39703,1,1,5,1,0,0,0,,1,1,1,1,1,1
3135,long-run,'lɒŋ'rʌn,39707,39716,1,4,4,1,0,0,0,,1,1,1,1,1,1
3136,longways,'lɒŋweiz,39720,39730,1,5,5,1,0,0,0,,1,1,1,1,1,1
3137,longwinded,'lɒŋ'windid,39734,39744,1,5,6,1,0,0,0,,1,1,1,1,1,1
3138,eradicate,[],39754,39761,1,1,3,1,0,0,0,,1,1,1,1,1,1
3139,radical,[],39765,39778,1,1,3,2,0,0,0,,1,1,1,1,1,1
3140,radicalize,[],39782,39788,1,1,4,1,0,0,0,,1,1,1,1,1,1
3141,radicle,'rædikl,39792,39798,1,1,4,1,0,0,0,,1,1,1,1,1,1
3142,radish,'rædiʃ,39802,39808,1,1,4,1,0,0,0,,1,1,1,1,1,1
3143,eclipse,[],39818,39831,1,1,3,3,0,0,0,,1,1,1,1,1,1
3144,ecliptic,i'kliptik,39835,39841,1,1,3,1,0,0,0,,1,1,1,1,1,1
3145,emancipate,i'mænsipeit,39852,39859,1,1,3,1,0,0,0,,1,1,1,1,1,1
3146,manipulate,mə'nipjuleit,39863,39870,1,1,3,1,0,0,0,,1,1,1,1,1,1
3147,manacle,'mænəkl,39874,39883,1,1,4,2,0,0,0,,1,1,1,1,1,1
3148,management,'mænidʒmənt,39887,39894,1,1,3,1,0,0,0,,1,1,1,1,1,1
3149,manoeuver,[],39898,39911,1,1,4,2,0,0,0,,1,1,1,1,1,1
3150,manicure,[],39915,39925,1,1,4,2,0,0,0,,1,1,1,1,1,1
3151,manifest,[],39929,39942,1,1,5,3,0,0,0,,1,1,1,1,1,1
3152,manifestation,[],39946,39952,1,1,5,1,0,0,0,,1,1,1,1,1,1
3153,manifesto,[],39956,39962,1,1,3,1,0,0,0,,1,1,1,1,1,1
3154,manual,[],39966,39979,1,1,3,2,0,0,0,,1,1,1,1,1,1
3155,manufacture,ˌmænju'fæktʃə(r),39983,39992,1,1,5,2,0,0,0,,1,1,1,1,1,1
3156,manufacturer,ˌmænju'fæktʃərə(r),39996,40002,1,1,5,1,0,0,0,,1,1,1,1,1,1
3157,mannerism,'mænərizəm,40006,40012,1,1,5,1,0,0,0,,1,1,1,1,1,1
3158,manumit,[],40016,40023,1,1,3,1,0,0,0,,1,1,1,1,1,1
3159,manure,[],40027,40035,1,3,3,1,0,0,0,,1,1,1,1,1,1
3160,manuscript,[],40039,40045,1,1,3,1,0,0,0,,1,1,1,1,1,1
3161,exodus,'eksədəs,40055,40061,1,1,3,1,0,0,0,,1,1,1,1,1,1
3162,methodical,mə'θodikl,40065,40072,1,2,5,1,0,0,0,,1,1,1,1,1,1
3163,anode,'ænəud,40076,40082,1,1,4,1,0,0,0,,1,1,1,1,1,1
3164,cathode,'kæθəud,40086,40092,1,1,4,1,0,0,0,,1,1,1,1,1,1
3165,odometer,au'dɒmitə(r),40096,40102,1,1,5,1,0,0,0,,1,1,1,1,1,1
3166,period,'pɪəriəd,40106,40114,1,1,3,1,0,0,0,,1,1,1,1,1,1
3167,periodic,pɪəri'ɒdik,40118,40127,1,1,5,1,0,0,0,,1,1,1,1,1,1
3168,periodical,pɪəri'ɒdikl,40131,40143,1,1,5,3,0,0,0,,1,1,1,1,1,1
3169,synod,'sɪnəd,40147,40153,1,1,5,1,0,0,0,,1,1,1,1,1,1
3170,exorbitant,[],40163,40169,1,1,4,1,0,0,0,,1,1,1,1,1,1
3171,suborbital,[],40173,40179,1,1,3,1,0,0,0,,1,1,1,1,1,1
3172,orbit,[],40183,40193,1,1,3,2,0,0,0,,1,1,1,1,1,1
3173,orbital,'ɔbitl,40197,40204,1,1,3,1,0,0,0,,1,1,1,1,1,1
3174,exterminate,[],40215,40221,1,1,4,1,0,0,0,,1,1,1,1,1,1
3175,interminable,[],40225,40231,1,1,3,1,0,0,0,,1,1,1,1,1,1
3176,terminate,'t3:mineit,40235,40243,1,3,7,1,0,0,0,,1,1,1,1,1,1
3177,conterminous,kpn'timinəs,40247,40253,1,1,3,1,0,0,0,,1,1,1,1,1,1
3178,determine,di't3:min,40257,40266,1,1,3,2,0,0,0,,1,1,1,1,1,1
3179,determined,di't3:mind,40270,40277,1,1,5,1,0,0,0,,1,1,1,1,1,1
3180,determination,"di,t3:mi'neifn",40281,40291,1,5,5,1,0,0,0,,1,1,1,1,1,1
3181,determinant,di't3:minənt,40295,40304,1,1,5,2,0,0,0,,1,1,1,1,1,1
3182,predetermine,",pri:di't3:min",40308,40314,1,1,5,1,0,0,0,,1,1,1,1,1,1
3183,terminal,'t3:minl,40318,40328,1,5,5,1,0,0,0,,1,1,1,1,1,1
3184,terminus,'t3:minəs,40332,40342,1,5,5,1,0,0,0,,1,1,1,1,1,1
3185,terminology,.t3:mi'nɒlədʒi,40346,40352,1,1,3,1,0,0,0,,1,1,1,1,1,1
3186,elucidate,iluisideit,40363,40370,1,1,4,1,0,0,0,,1,1,1,1,1,1
3187,lucubration,"ljukju:""breifn",40374,40384,1,1,3,2,0,0,0,,1,1,1,1,1,1
3188,pellucid,pa'lusid,40388,40394,1,1,4,1,0,0,0,,1,1,1,1,1,1
3189,translucent,[],40398,40405,1,1,5,1,0,0,0,,1,1,1,1,1,1
3190,lucid,[],40409,40417,1,1,3,1,0,0,0,,1,1,1,1,1,1
3191,Lucifer,"""juisifa(r)",40421,40427,1,1,5,1,0,0,0,,1,1,1,1,1,1
3192,lucent,"""jursnt",40431,40441,1,5,5,1,0,0,0,,1,1,1,1,1,1
3193,lustre,[],40445,40452,1,1,5,1,0,0,0,,1,1,1,1,1,1
3194,lustrous,[],40456,40464,1,1,5,1,0,0,0,,1,1,1,1,1,1
3195,lusty,[],40468,40476,1,1,5,1,0,0,0,,1,1,1,1,1,1
3196,illustrate,[],40480,40487,1,1,5,1,0,0,0,,1,1,1,1,1,1
3197,illustration,[],40491,40497,1,1,5,1,0,0,0,,1,1,1,1,1,1
3198,illustrative,'ilastrativ,40501,40507,1,1,5,1,0,0,0,,1,1,1,1,1,1
3199,illustrious,[],40511,40517,1,1,5,1,0,0,0,,1,1,1,1,1,1
3200,luxury,[],40521,40529,1,1,3,1,0,0,0,,1,1,1,1,1,1
3201,luxurious,[],40533,40541,1,1,5,1,0,0,0,,1,1,1,1,1,1
3202,luxuriant,[],40545,40554,1,2,6,1,0,0,0,,1,1,1,1,1,1
3203,luxuriate,Iag'3uarient,40558,40567,1,4,4,1,0,0,0,,1,1,1,1,1,1
3204,deluxe,da'laks,40571,40581,1,1,3,1,0,0,0,,1,1,1,1,1,1
3205,exemplary,ig'zemplari,40592,40599,1,1,3,1,0,0,0,,1,1,1,1,1,1
3206,impromptu,im'prpmptju:,40603,40618,1,1,4,3,0,0,0,,1,1,1,1,1,1
3207,peremptory,pa'remptari,40622,40629,1,1,4,1,0,0,0,,1,1,1,1,1,1
3208,preempt,pri'empt,40633,40640,1,1,3,1,0,0,0,,1,1,1,1,1,1
3209,exempt,[],40644,40653,1,1,3,2,0,0,0,,1,1,1,1,1,1
3210,exemption,[],40657,40663,1,1,5,1,0,0,0,,1,1,1,1,1,1
3211,prompt,[],40667,40676,1,1,4,2,0,0,0,,1,1,1,1,1,1
3212,promptitude,[],40680,40686,1,1,5,1,0,0,0,,1,1,1,1,1,1
3213,premium,[],40690,40696,1,1,5,1,0,0,0,,1,1,1,1,1,1
3214,redeem,[],40700,40706,1,1,4,1,0,0,0,,1,1,1,1,1,1
3215,redemption,[],40710,40717,1,1,5,1,0,0,0,,1,1,1,1,1,1
3216,redemptive,[],40721,40727,1,1,5,1,0,0,0,,1,1,1,1,1,1
3217,ransom,[],40731,40737,1,1,5,1,0,0,0,,1,1,1,1,1,1
3218,extol,ik'staul,40747,40756,1,4,4,1,0,0,0,,1,1,1,1,1,1
3219,intolerable,in'tplarabl,40760,40767,1,2,4,1,0,0,0,,1,1,1,1,1,1
3220,tolerate,'tplareit,40771,40777,1,1,3,1,0,0,0,,1,1,1,1,1,1
3221,tolerance,[],40781,40788,1,1,5,1,0,0,0,,1,1,1,1,1,1
3222,tolerable,[],40792,40801,1,2,3,1,0,0,0,,1,1,1,1,1,1
3223,tolerant,[],40805,40811,1,1,3,1,0,0,0,,1,1,1,1,1,1
3224,toll,[],40815,40827,1,1,5,2,0,0,0,,1,1,1,1,1,1
3225,egregious,i'gri:dʒəs,40837,40844,1,1,3,1,0,0,0,,1,1,1,1,1,1
3226,gregarious,grɪ'geəriəs,40848,40855,1,1,4,1,0,0,0,,1,1,1,1,1,1
3227,segregate,'segrigeit,40859,40866,1,1,4,1,0,0,0,,1,1,1,1,1,1
3228,aggregate,‘ægrigeit,40870,40885,1,1,4,3,0,0,0,,1,1,1,1,1,1
3229,congregate,kɒŋgrigeit,40889,40895,1,1,5,1,0,0,0,,1,1,1,1,1,1
3230,congregation,ikDpgri'gein,40899,40909,1,5,6,1,0,0,0,,1,1,1,1,1,1
3231,congregational,ikpngrr'geinl,40913,40922,1,4,4,1,0,0,0,,1,1,1,1,1,1
3232,desegregate,",di:'segrigeit",40926,40933,1,1,3,1,0,0,0,,1,1,1,1,1,1
3233,elicit,[],40943,40950,1,1,3,1,0,0,0,,1,1,1,1,1,1
3234,illicit,[],40954,40960,1,1,3,1,0,0,0,,1,1,1,1,1,1
3235,licit,lisit,40964,40974,1,5,6,1,0,0,0,,1,1,1,1,1,1
3236,license,[],40978,40988,1,1,3,2,0,0,0,,1,1,1,1,1,1
3237,licensed,[],40992,40998,1,1,3,1,0,0,0,,1,1,1,1,1,1
3238,licentious,lar'senJes,41002,41012,1,5,5,1,0,0,0,,1,1,1,1,1,1
3239,leisure,[],41016,41029,1,1,3,2,0,0,0,,1,1,1,1,1,1
3240,leisurely,[],41033,41045,1,1,3,3,0,0,0,,1,1,1,1,1,1
3241,erudite,[],41055,41061,1,1,3,1,0,0,0,,1,1,1,1,1,1
3242,rude,[],41065,41075,1,1,3,1,0,0,0,,1,1,1,1,1,1
3243,rudiment,[],41079,41085,1,1,3,1,0,0,0,,1,1,1,1,1,1
3244,rudimentary,[],41089,41096,1,1,3,1,0,0,0,,1,1,1,1,1,1
3245,evanescent,[],41107,41114,1,1,3,1,0,0,0,,1,1,1,1,1,1
3246,vanish,[],41118,41124,1,1,3,1,0,0,0,,1,1,1,1,1,1
3247,vanity,[],41128,41134,1,1,3,1,0,0,0,,1,1,1,1,1,1
3248,vain,[],41138,41144,1,1,4,1,0,0,0,,1,1,1,1,1,1
3249,vainglory,[],41148,41154,1,1,3,1,0,0,0,,1,1,1,1,1,1
3250,exhilarate,[],41164,41171,1,1,4,1,0,0,0,,1,1,1,1,1,1
3251,hilarious,hi'learias,41175,41183,1,3,4,1,0,0,0,,1,1,1,1,1,1
3252,hilarity,hi'lærati,41187,41195,1,3,4,1,0,0,0,,1,1,1,1,1,1
3253,exhort,[],41205,41212,1,1,4,1,0,0,0,,1,1,1,1,1,1
3254,hortative,'hɔ:tətiv,41216,41223,1,2,3,1,0,0,0,,1,1,1,1,1,1
3255,expiate,[],41233,41240,1,1,3,1,0,0,0,,1,1,1,1,1,1
3256,pious,'paiəs,41244,41254,1,5,6,1,0,0,0,,1,1,1,1,1,1
3257,piety,[],41258,41266,1,3,3,1,0,0,0,,1,1,1,1,1,1
3258,impious,'impiəs,41270,41276,1,1,4,1,0,0,0,,1,1,1,1,1,1
3259,impiety,im'paiəti,41280,41286,1,1,4,1,0,0,0,,1,1,1,1,1,1
3260,expurgate,[],41296,41303,1,1,3,1,0,0,0,,1,1,1,1,1,1
3261,purge,[],41307,41317,1,1,4,2,0,0,0,,1,1,1,1,1,1
3262,purgation,p3:'geiʃn,41321,41331,1,5,5,1,0,0,0,,1,1,1,1,1,1
3263,purgative,'p3:gətiv,41335,41346,1,6,7,1,0,0,0,,1,1,1,1,1,1
3264,purgatory,[],41350,41356,1,1,3,1,0,0,0,,1,1,1,1,1,1
3265,extricate,[],41366,41373,1,1,3,1,0,0,0,,1,1,1,1,1,1
3266,intricate,[],41377,41383,1,1,3,1,0,0,0,,1,1,1,1,1,1
3267,intrigue,[],41387,41396,1,1,6,2,0,0,0,,1,1,1,1,1,1
3268,ebullient,[],41406,41413,1,1,3,1,0,0,0,,1,1,1,1,1,1
3269,bulletin,[],41417,41424,1,1,3,1,0,0,0,,1,1,1,1,1,1
3270,bullet,[],41428,41435,1,1,3,1,0,0,0,,1,1,1,1,1,1
3271,bully,'buli,41439,41450,1,6,8,1,0,0,0,,1,1,1,1,1,1
3272,effigy,[],41460,41467,1,1,4,1,0,0,0,,1,1,1,1,1,1
3273,transfigure,[],41471,41477,1,1,3,1,0,0,0,,1,1,1,1,1,1
3274,figment,[],41481,41488,1,1,4,1,0,0,0,,1,1,1,1,1,1
3275,figure,[],41492,41505,1,1,3,2,0,0,0,,1,1,1,1,1,1
3276,figured,[],41509,41517,1,1,3,1,0,0,0,,1,1,1,1,1,1
3277,figurative,[],41521,41529,1,1,3,1,0,0,0,,1,1,1,1,1,1
3278,emanate,[],41540,41547,1,1,3,1,0,0,0,,1,1,1,1,1,1
3279,remnant,[],41551,41558,1,1,4,1,0,0,0,,1,1,1,1,1,1
3280,immanent,[],41562,41569,1,1,3,1,0,0,0,,1,1,1,1,1,1
3281,Immanuel,[],41573,41579,1,1,8,1,0,0,0,,1,1,1,1,1,1
3282,permanent,'p3:mənənt,41583,41589,1,1,3,1,0,0,0,,1,1,1,1,1,1
3283,permanence,[],41593,41600,1,1,3,1,0,0,0,,1,1,1,1,1,1
3284,manor,[],41604,41611,1,1,3,1,0,0,0,,1,1,1,1,1,1
3285,manse,mɑns,41615,41625,1,5,5,1,0,0,0,,1,1,1,1,1,1
3286,mansion,[],41629,41636,1,1,3,1,0,0,0,,1,1,1,1,1,1
3287,remain,ri'mein,41640,41646,1,1,5,1,0,0,0,,1,1,1,1,1,1
3288,remainder,ri'meində(r),41650,41656,1,1,5,1,0,0,0,,1,1,1,1,1,1
3289,remains,[],41660,41670,1,1,3,1,0,0,0,,1,1,1,1,1,1
3290,emend,[],41680,41687,1,1,3,1,0,0,0,,1,1,1,1,1,1
3291,amend,[],41691,41697,1,1,4,1,0,0,0,,1,1,1,1,1,1
3292,amendment,[],41701,41707,1,1,4,1,0,0,0,,1,1,1,1,1,1
3293,amends,[],41711,41717,1,1,3,1,0,0,0,,1,1,1,1,1,1
3294,mendacious,[],41721,41731,1,1,3,2,0,0,0,,1,1,1,1,1,1
3295,mending,[],41735,41743,1,1,5,1,0,0,0,,1,1,1,1,1,1
3296,enervate,[],41753,41764,1,1,3,2,0,0,0,,1,1,1,1,1,1
3297,unnerve,ʌn'n3:v,41768,41774,1,1,3,1,0,0,0,,1,1,1,1,1,1
3298,nerve,[],41778,41791,1,1,3,2,0,0,0,,1,1,1,1,1,1
3299,nervous,[],41795,41805,1,1,3,1,0,0,0,,1,1,1,1,1,1
3300,effete,[],41815,41822,1,1,3,1,0,0,0,,1,1,1,1,1,1
3301,fetus,[],41826,41835,1,4,4,1,0,0,0,,1,1,1,1,1,1
3302,fetal,[],41839,41846,1,1,3,1,0,0,0,,1,1,1,1,1,1
3303,immerse,[],41856,41862,1,1,3,1,0,0,0,,1,1,1,1,1,1
3304,emerge,[],41866,41874,1,1,4,1,0,0,0,,1,1,1,1,1,1
3305,emergency,[],41878,41888,1,1,3,1,0,0,0,,1,1,1,1,1,1
3306,submerge,[],41892,41898,1,1,3,1,0,0,0,,1,1,1,1,1,1
3307,submerged,[],41902,41911,1,1,5,1,0,0,0,,1,1,1,1,1,1
3308,merge,[],41915,41922,1,1,3,1,0,0,0,,1,1,1,1,1,1
3309,incalculable,[],41932,41938,1,1,4,1,0,0,0,,1,1,1,1,1,1
3310,calculable,'kælkjuləbl,41942,41951,1,4,4,1,0,0,0,,1,1,1,1,1,1
3311,calculate,[],41955,41961,1,1,3,1,0,0,0,,1,1,1,1,1,1
3312,calculation,[],41965,41971,1,1,3,1,0,0,0,,1,1,1,1,1,1
3313,calculus,[],41975,41981,1,1,3,1,0,0,0,,1,1,1,1,1,1
3314,ingrained,[],41991,41997,1,1,3,1,0,0,0,,1,1,1,1,1,1
3315,granary,'graenari,42001,42007,1,1,3,1,0,0,0,,1,1,1,1,1,1
3316,granite,'granit,42011,42019,1,3,4,1,0,0,0,,1,1,1,1,1,1
3317,granulate,'graenjuleit,42023,42031,1,3,3,1,0,0,0,,1,1,1,1,1,1
3318,initiative,[],42041,42051,1,1,7,2,0,0,0,,1,1,1,1,1,1
3319,ambient,[],42055,42062,1,1,3,1,0,0,0,,1,1,1,1,1,1
3320,circuitous,[],42066,42074,1,1,4,1,0,0,0,,1,1,1,1,1,1
3321,transient,[],42078,42088,1,1,5,2,0,0,0,,1,1,1,1,1,1
3322,transition,[],42092,42098,1,1,5,1,0,0,0,,1,1,1,1,1,1
3323,reiterate,[],42102,42108,1,1,3,1,0,0,0,,1,1,1,1,1,1
3324,perishable,[],42112,42123,1,1,4,2,0,0,0,,1,1,1,1,1,1
3325,seditious,[],42127,42133,1,1,3,1,0,0,0,,1,1,1,1,1,1
3326,ambit,'aembit,42137,42143,1,1,5,1,0,0,0,,1,1,1,1,1,1
3327,ambition,æm'biʃn,42147,42153,1,1,5,1,0,0,0,,1,1,1,1,1,1
3328,ambitious,[],42157,42165,1,1,5,1,0,0,0,,1,1,1,1,1,1
3329,circuit,[],42169,42177,1,1,3,1,0,0,0,,1,1,1,1,1,1
3330,coition / coitus,kəu'iʃn / 'kəuitəs,42181,42187,1,1,5,1,0,0,0,,1,1,1,1,1,1
3331,exit,[],42191,42198,1,1,5,1,0,0,0,,1,1,1,1,1,1
3332,iterate,[],42202,42210,1,3,4,1,0,0,0,,1,1,1,1,1,1
3333,itinerant,[],42214,42222,1,1,3,1,0,0,0,,1,1,1,1,1,1
3334,itinerary,ai'tinərəri,42226,42236,1,5,5,1,0,0,0,,1,1,1,1,1,1
3335,transit,[],42240,42250,1,1,5,1,0,0,0,,1,1,1,1,1,1
3336,transitive,'trænsitiv,42254,42260,1,1,5,1,0,0,0,,1,1,1,1,1,1
3337,transitory,'trænsitəri,42264,42270,1,1,5,1,0,0,0,,1,1,1,1,1,1
3338,innovation,[],42280,42287,1,1,5,1,0,0,0,,1,1,1,1,1,1
3339,renovate,[],42291,42298,1,1,5,1,0,0,0,,1,1,1,1,1,1
3340,novel,[],42302,42311,1,4,4,1,0,0,0,,1,1,1,1,1,1
3341,novelty,[],42315,42321,1,1,5,1,0,0,0,,1,1,1,1,1,1
3342,novice,[],42325,42331,1,1,5,1,0,0,0,,1,1,1,1,1,1
3343,nouveau riche,ˌnu:vəu'ri:ʃ,42335,42341,1,1,5,1,0,0,0,,1,1,1,1,1,1
3344,nova,'nəuvə,42345,42355,1,5,5,1,0,0,0,,1,1,1,1,1,1
3345,intimidate,[],42365,42372,1,1,3,1,0,0,0,,1,1,1,1,1,1
3346,timid,[],42376,42383,1,1,3,1,0,0,0,,1,1,1,1,1,1
3347,timorous,'timərəs,42387,42396,1,4,6,1,0,0,0,,1,1,1,1,1,1
3348,temerity,tə'merəti,42400,42409,1,4,5,1,0,0,0,,1,1,1,1,1,1
3349,impartial,[],42419,42426,1,1,4,1,0,0,0,,1,1,1,1,1,1
3350,impart,[],42430,42436,1,1,4,1,0,0,0,,1,1,1,1,1,1
3351,repartee,[],42440,42450,1,1,4,2,0,0,0,,1,1,1,1,1,1
3352,partition,[],42454,42464,1,1,3,2,0,0,0,,1,1,1,1,1,1
3353,partial,[],42468,42475,1,1,3,1,0,0,0,,1,1,1,1,1,1
3354,apartheid,ə'pɑ:theit,42479,42485,1,1,5,1,0,0,0,,1,1,1,1,1,1
3355,apartment,[],42489,42496,1,1,5,1,0,0,0,,1,1,1,1,1,1
3356,compartment,[],42500,42509,1,1,3,2,0,0,0,,1,1,1,1,1,1
3357,department,[],42513,42523,1,1,3,1,0,0,0,,1,1,1,1,1,1
3358,depart,[],42527,42534,1,1,3,1,0,0,0,,1,1,1,1,1,1
3359,departure,[],42538,42547,1,1,3,1,0,0,0,,1,1,1,1,1,1
3360,parting,[],42551,42564,1,1,5,2,0,0,0,,1,1,1,1,1,1
3361,partisan,[],42568,42579,1,1,3,2,0,0,0,,1,1,1,1,1,1
3362,particle,[],42583,42590,1,1,3,1,0,0,0,,1,1,1,1,1,1
3363,inflate,[],42600,42606,1,1,4,1,0,0,0,,1,1,1,1,1,1
3364,deflate,[],42610,42617,1,1,5,1,0,0,0,,1,1,1,1,1,1
3365,deflationary,[],42621,42629,1,1,5,1,0,0,0,,1,1,1,1,1,1
3366,deflation,di:'fleiʃn,42633,42639,1,1,5,1,0,0,0,,1,1,1,1,1,1
3367,stagflation,stæg'fleiʃn,42643,42649,1,1,5,1,0,0,0,,1,1,1,1,1,1
3368,afflatus,ə'fleitəs,42653,42659,1,1,5,1,0,0,0,,1,1,1,1,1,1
3369,insubordinate,[],42669,42676,1,1,3,1,0,0,0,,1,1,1,1,1,1
3370,inordinate,[],42680,42686,1,1,4,1,0,0,0,,1,1,1,1,1,1
3371,subordinate,[],42690,42704,1,1,4,3,0,0,0,,1,1,1,1,1,1
3372,coordinate,[],42708,42723,1,1,4,3,0,0,0,,1,1,1,1,1,1
3373,coordination,kəuˌɔ:di'neiʃn,42727,42733,1,1,5,1,0,0,0,,1,1,1,1,1,1
3374,coordinator,kəu'ɔ:dineitə(r),42737,42743,1,1,5,1,0,0,0,,1,1,1,1,1,1
3375,extraordinary,ik'strɔ:dnri,42747,42755,1,1,3,1,0,0,0,,1,1,1,1,1,1
3376,ordinal,[],42759,42768,1,1,3,2,0,0,0,,1,1,1,1,1,1
3377,ordinance,[],42772,42780,1,3,4,1,0,0,0,,1,1,1,1,1,1
3378,ordination,[],42784,42792,1,3,3,1,0,0,0,,1,1,1,1,1,1
3379,ordinary,[],42796,42803,1,2,3,1,0,0,0,,1,1,1,1,1,1
3380,ordain,[],42807,42814,1,1,3,1,0,0,0,,1,1,1,1,1,1
3381,disorder,dis'ɔ:də(r),42818,42830,1,1,5,3,0,0,0,,1,1,1,1,1,1
3382,disorderly,[],42834,42844,1,1,5,1,0,0,0,,1,1,1,1,1,1
3383,orderly,[],42848,42860,1,1,3,2,0,0,0,,1,1,1,1,1,1
3384,impediment,[],42871,42878,1,1,4,1,0,0,0,,1,1,1,1,1,1
3385,expedite,[],42882,42893,1,1,7,2,0,0,0,,1,1,1,1,1,1
3386,expedient,[],42897,42908,1,1,3,2,0,0,0,,1,1,1,1,1,1
3387,dispatch,[],42912,42923,1,1,5,2,0,0,0,,1,1,1,1,1,1
3388,inexpedient,[],42927,42934,1,1,3,1,0,0,0,,1,1,1,1,1,1
3389,pedal,[],42938,42952,1,1,5,3,0,0,0,,1,1,1,1,1,1
3390,peddle,[],42956,42963,1,1,5,1,0,0,0,,1,1,1,1,1,1
3391,peddling,[],42967,42974,1,1,5,1,0,0,0,,1,1,1,1,1,1
3392,peddler,[],42978,42985,1,1,3,1,0,0,0,,1,1,1,1,1,1
3393,pedestal,'pedistl,42989,42995,1,1,5,1,0,0,0,,1,1,1,1,1,1
3394,pedestrian,[],42999,43012,1,1,5,2,0,0,0,,1,1,1,1,1,1
3395,pedicure,'pedikjuə(r),43016,43022,1,1,5,1,0,0,0,,1,1,1,1,1,1
3396,pedigree,'pedigri:,43026,43037,1,1,3,2,0,0,0,,1,1,1,1,1,1
3397,pedometer,pe'dɔmitə(r),43041,43047,1,1,5,1,0,0,0,,1,1,1,1,1,1
3398,biped,'baiped,43051,43057,1,1,5,1,0,0,0,,1,1,1,1,1,1
3399,quadruped,'kwɔdruped,43061,43067,1,1,5,1,0,0,0,,1,1,1,1,1,1
3400,centipede,'sentipi:d,43071,43077,1,1,5,1,0,0,0,,1,1,1,1,1,1
3401,millipede,[],43081,43088,1,1,3,1,0,0,0,,1,1,1,1,1,1
